Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:    922, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1992, rd_minus:   2028, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3540 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10946, rd_minus:  12288, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3541 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3452, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3542 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2774, rd_minus:   2428, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3543 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4800, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3544 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7652, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3545 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5796, rd_minus:   7476, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3546 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2528, rd_minus:   3158, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3547 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1452, rd_minus:   1304, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3548 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8068, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3549 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8140, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3550 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2398, rd_minus:   2344, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3551 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    486, rd_minus:    450, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3552 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  13628, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3553 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2836, rd_minus:   2440, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3554 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2824, rd_minus:   2104, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3555 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2116, rd_minus:   1994, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3556 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    632, rd_minus:    912, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3557 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    696, rd_minus:    860, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3558 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    446, rd_minus:    374, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3559 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1282, rd_minus:    992, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3560 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   8280, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3561 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2688, rd_minus:   2440, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3562 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1384, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3563 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    920, rd_minus:   1160, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3564 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5300, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3565 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4404, rd_minus:   4000, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3566 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6358, rd_minus:   7080, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3567 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8898, rd_minus:   9034, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3568 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3148, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3569 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    952, rd_minus:   1092, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3570 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3252, rd_minus:   3034, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3571 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    536, rd_minus:    942, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3572 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4972, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3573 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3248, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3574 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3950, rd_minus:   4476, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3575 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3052, rd_minus:   3100, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3576 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2544, rd_minus:   4558, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3577 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     98, rd_minus:    102, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3578 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    112, rd_minus:    114, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3579 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6262, rd_minus:   5714, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3580 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    116, rd_minus:    142, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3581 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    788, rd_minus:    824, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3582 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9432, rd_minus:   8676, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3583 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6016, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3584 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10660, rd_minus:  11102, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3585 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    334, rd_minus:    580, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3586 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1558, rd_minus:   1984, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3587 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2588, rd_minus:   2824, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3588 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2348, rd_minus:   3120, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3589 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    890, rd_minus:   1202, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3590 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2484, rd_minus:   2264, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3591 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5872, rd_minus:   6796, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3592 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    504, rd_minus:    582, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3593 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    616, rd_minus:    716, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3594 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4220, rd_minus:   3948, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3595 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    432, rd_minus:    212, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3596 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8432, rd_minus:   6212, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3597 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1604, rd_minus:   2144, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3598 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2802, rd_minus:   2806, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3599 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6344, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3600 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    218, rd_minus:    206, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3601 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  20596, rd_minus:  20192, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3602 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10884, rd_minus:  14032, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3603 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8172, rd_minus:   7504, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3604 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2460, rd_minus:   1920, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3605 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4526, rd_minus:   5992, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3606 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    344, rd_minus:    338, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3607 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1806, rd_minus:   3024, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3608 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6934, rd_minus:   7014, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3609 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  12848, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3610 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1940, rd_minus:   2528, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3611 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1424, rd_minus:   2272, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3612 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4992, rd_minus:   3074, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3613 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4632, rd_minus:   6144, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3614 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    330, rd_minus:    430, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3615 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3762, rd_minus:   4166, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3616 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7148, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3617 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  16626, rd_minus:  16528, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3618 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1570, rd_minus:   1332, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3619 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    242, rd_minus:    216, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3620 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9498, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3621 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1970, rd_minus:   1882, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3622 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5240, rd_minus:   6168, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3623 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    380, rd_minus:    266, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3624 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    148, rd_minus:    150, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3625 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1708, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3626 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   8130, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3627 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4774, rd_minus:   4288, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3628 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7132, rd_minus:   4572, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3629 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7112, rd_minus:   6176, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3630 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    268, rd_minus:    234, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3631 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    668, rd_minus:    670, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3632 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3356, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3633 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9084, rd_minus:   9892, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3634 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4664, rd_minus:   4148, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3635 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6264, rd_minus:   5088, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3636 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5132, rd_minus:   4020, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3637 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1632, rd_minus:   1692, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3638 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9176, rd_minus:   9162, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3639 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1116, rd_minus:   1246, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3640 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1208, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3641 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    864, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3642 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    272, rd_minus:    210, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3643 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2580, rd_minus:   2120, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3644 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1580, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3645 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    388, rd_minus:    718, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3646 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2764, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3647 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4976, rd_minus:   4334, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 3648 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5252, rd_minus:   4728, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3649 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3400, rd_minus:   2404, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3650 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9778, rd_minus:   9002, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3651 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6918, rd_minus:   7136, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3652 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1612, rd_minus:   1918, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3653 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:  13602, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3654 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1636, rd_minus:   2020, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3655 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7918, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3656 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  13456, rd_minus:  12688, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3657 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    438, rd_minus:    558, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3658 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10026, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3659 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5992, rd_minus:   5590, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3660 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4688, rd_minus:   7996, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3661 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7790, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3662 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8138, rd_minus:   7576, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3663 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7424, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3664 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2282, rd_minus:   1482, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3665 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4170, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3666 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7172, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3667 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4962, rd_minus:   5736, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3668 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5800, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3669 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1936, rd_minus:   1848, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3670 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3872, rd_minus:   3556, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3671 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4284, rd_minus:   2984, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3672 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9028, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3673 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11362, rd_minus:  11688, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3674 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2638, rd_minus:   4098, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3675 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4292, rd_minus:   5034, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3676 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6920, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3677 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    432, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3678 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    308, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3679 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3140, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3680 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    186, rd_minus:    196, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3681 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    410, rd_minus:    354, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3682 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4752, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3683 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3120, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3684 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1272, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3685 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3540, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3686 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1272, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3687 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4200, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3688 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1234, rd_minus:    964, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3689 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1936, rd_minus:   1818, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3690 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10084, rd_minus:  13430, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3691 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1088, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3692 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2450, rd_minus:   2376, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3693 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     38, rd_minus:     60, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3694 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1172, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3695 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1508, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3696 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3334, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3697 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2692, rd_minus:   2688, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3698 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4204, rd_minus:   3442, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3699 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1496, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3700 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2284, rd_minus:   2312, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 3701 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2980, rd_minus:   3128, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3702 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1260, rd_minus:   1600, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3703 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6494, rd_minus:   6580, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3704 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3380, rd_minus:   2674, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 3705 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6488, rd_minus:   6206, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3706 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2570, rd_minus:   3244, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3707 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1132, rd_minus:   1036, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 3708 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4914, rd_minus:   5202, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3709 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3400, rd_minus:   3264, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3710 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2804, rd_minus:   4460, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 3711 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4436, rd_minus:   4102, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 3712 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2270, rd_minus:   2350, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 3713 / 4120, payload_bits 4096, end_bits 24
